FID,103,141,142,143,144,11,12,13,14,15,16,17,18,19,20,116,117,118,119,120,121,122,123,245,246,247,248,249,250,251,252,254,255,256,257,258,259,260,273,274,275,276,278,279,280,282,283,286,287,290,291,292,293,294,295,296,297,298,308,309,310,311,312,313,314,25,159,316,317,318,319,321,322,323,324,325,205,206,207,208,209
648,0.434011642,0.379746289,0.383621898,0.385081434,0.397800274,0.357773264,0.393882031,0.32392433,0.398970826,0.282009056,0.368037352,0.357626756,0.32639205,0.387763106,0.443527377,0.349182692,0.238321124,0.321346767,0.294590465,0.391026174,0.416690937,0.338188554,0.350067746,0.368185766,0.410816858,0.452883694,0.396592581,0.370830964,0.370652669,0.403729355,0.406819775,0.366987926,0.320435054,0.361140447,0.354579556,0.331144969,0.386475899,0.377695593,0.316598641,0.331533331,0.407135301,0.367010562,0.385219665,0.271361593,0.385375583,0.345285518,0.38176282,0.329113411,0.398602114,0.390702883,0.340350059,0.400706654,0.265334201,0.269223973,0.306068085,0.388285819,0.355000501,0.39788368,0.456413389,0.451934406,0.427364717,0.417882724,0.402053902,0.393172702,0.396980249,0.345482437,0.361957246,0.4022177,0.354173845,0.458429771,0.398614768,0.409609674,0.376541743,0.444486905,0.448513792,0.457821595,0.345271977,0.357137669,0.3173055,0.360957044,0.315323582
649,0.434514556,0.380266988,0.384283902,0.385682205,0.398332585,0.358428554,0.394534029,0.324522436,0.399550926,0.28263871,0.368683266,0.358342007,0.326737978,0.388388124,0.44396535,0.349729031,0.238973645,0.32199617,0.295382082,0.39168059,0.417276097,0.338885806,0.350727369,0.368733384,0.411405132,0.453347317,0.397156233,0.371605107,0.37129308,0.40424937,0.407313642,0.367503203,0.321080928,0.361819626,0.355169874,0.331655502,0.387126799,0.37819604,0.31737502,0.332341639,0.40782781,0.367596656,0.385729897,0.272279291,0.385926637,0.345901301,0.382321003,0.329774991,0.399219558,0.391384226,0.340971171,0.401327765,0.26603235,0.269946112,0.306726024,0.38894272,0.355553207,0.398504359,0.456948227,0.452526844,0.427827001,0.418408809,0.402660115,0.393500865,0.397558287,0.346121246,0.362526489,0.402728442,0.354795982,0.459033779,0.399318903,0.410452223,0.377320506,0.444877589,0.448906228,0.458485527,0.346054362,0.357791239,0.31794637,0.361707392,0.316067902
650,0.435090814,0.380868739,0.384993416,0.386260712,0.39889196,0.35906716,0.395159397,0.325162441,0.400119411,0.283218486,0.369293289,0.359056137,0.327096423,0.388975155,0.444384812,0.350243418,0.239622507,0.322628582,0.296107012,0.392307883,0.417820631,0.33955148,0.35135035,0.369224965,0.411987249,0.453765551,0.397668877,0.372344977,0.371878581,0.404751265,0.407785825,0.367991668,0.321651198,0.362461135,0.355739453,0.332077454,0.38770377,0.378666118,0.318217516,0.333173378,0.408526374,0.368173123,0.386210933,0.273226555,0.386440543,0.346549621,0.382874995,0.330417188,0.399791554,0.3919982,0.341572397,0.40190471,0.266660304,0.270603126,0.307342118,0.389555672,0.356074982,0.399101455,0.4574782,0.453126776,0.428314212,0.41897015,0.403303227,0.393875176,0.398112363,0.346681094,0.36319373,0.403208634,0.355403721,0.459583984,0.400002651,0.411255662,0.378034116,0.44523583,0.449252572,0.459143434,0.346781965,0.358390466,0.318501876,0.362384247,0.316732396
651,0.435668472,0.381454677,0.385710538,0.386861211,0.399464566,0.359725103,0.395804517,0.325751002,0.400698892,0.283856212,0.369930272,0.359777828,0.327435933,0.38958435,0.444801019,0.350768437,0.240282511,0.323265245,0.29686588,0.392991475,0.418378542,0.340222187,0.352014858,0.369807365,0.412664328,0.454265815,0.398297205,0.373162146,0.372544331,0.405316095,0.408321423,0.368547674,0.322290728,0.363176406,0.356358414,0.332604649,0.388392118,0.379174062,0.318991675,0.333987927,0.409204402,0.368754458,0.386700503,0.274137333,0.386984994,0.34716257,0.383438184,0.331069403,0.400415342,0.392662885,0.342187695,0.402536369,0.267321506,0.271297794,0.307980438,0.390226101,0.356673147,0.39973493,0.457991493,0.453704055,0.428785646,0.419483898,0.403876769,0.39420194,0.398657299,0.347295047,0.363878391,0.403703495,0.356003041,0.460137412,0.400720682,0.412061488,0.378805469,0.445642764,0.449641824,0.459799089,0.347584515,0.359073764,0.319151463,0.363128801,0.31750131
652,0.436249511,0.382002604,0.386391666,0.387475101,0.40003202,0.36038974,0.396436134,0.326323333,0.401272933,0.28449707,0.370576206,0.360505514,0.327759378,0.390206864,0.445221728,0.351316532,0.240955631,0.32390534,0.297651991,0.393703446,0.418946444,0.34091903,0.352711388,0.370407808,0.413347798,0.454775471,0.398937239,0.373982672,0.373219465,0.405865978,0.408851783,0.369145633,0.322970334,0.363930135,0.357015521,0.333181272,0.389107213,0.379729082,0.319763773,0.33479087,0.4098904,0.369315844,0.387201239,0.275040393,0.387536004,0.347767869,0.38397969,0.331729782,0.401038443,0.393342985,0.342794,0.403168385,0.268002571,0.272000339,0.308606421,0.390922881,0.357288996,0.400387853,0.458508033,0.454280227,0.429243289,0.419988543,0.404440766,0.394526995,0.399211102,0.347965133,0.364565799,0.404198311,0.356610449,0.460717162,0.401447308,0.412886177,0.379586417,0.446056277,0.450073157,0.460458844,0.348418272,0.359788011,0.319829927,0.36391724,0.318299313
653,0.436792698,0.382481212,0.386981994,0.388044124,0.400538022,0.361009629,0.396991411,0.326892817,0.401790157,0.285061221,0.371172169,0.361198448,0.328045999,0.390782013,0.445603737,0.351840362,0.24160643,0.324501878,0.298400428,0.394350744,0.419462522,0.341603052,0.353367967,0.370900495,0.413905967,0.4551668,0.39943614,0.374692688,0.373785594,0.40629329,0.409272397,0.369691529,0.323594585,0.36461975,0.35763571,0.333683919,0.389707575,0.380266949,0.320560515,0.335554693,0.410555709,0.369797454,0.387656217,0.27593177,0.388019964,0.348351826,0.384437684,0.332358365,0.401568123,0.39394806,0.343344368,0.403706756,0.268649332,0.272649399,0.309164169,0.391557919,0.357820423,0.400988281,0.458995368,0.454824734,0.429654961,0.420478979,0.405017134,0.394853855,0.3997411,0.348617924,0.365208199,0.404635545,0.357199534,0.46127809,0.402109454,0.41368986,0.380285513,0.446387717,0.450473292,0.461079473,0.349182191,0.360423461,0.320424052,0.364661324,0.318997753
654,0.437286248,0.382993565,0.3876264,0.388589557,0.4010181,0.361644695,0.397603265,0.327473939,0.402335912,0.285699543,0.371798541,0.361887011,0.328348716,0.391334244,0.445965583,0.352278423,0.242198558,0.325022545,0.29907293,0.394909799,0.419920367,0.342203273,0.353946729,0.371358697,0.414457994,0.455536034,0.399927566,0.375413917,0.374336427,0.406759806,0.409722911,0.370139282,0.324142877,0.365212617,0.358170611,0.334140755,0.390298278,0.380703018,0.321250603,0.33626724,0.411122731,0.370240399,0.388014034,0.276743308,0.388471143,0.348839071,0.384885275,0.332996988,0.402130867,0.394540154,0.343969641,0.404283233,0.269318144,0.273348751,0.309796331,0.392175564,0.358367968,0.401554587,0.459448363,0.455312045,0.430069714,0.420908253,0.405564263,0.395117071,0.400243939,0.349195483,0.365790024,0.405076541,0.357766291,0.46179259,0.402748699,0.414472039,0.381022878,0.446734125,0.450818563,0.46168534,0.349910868,0.361034076,0.32104471,0.365383147,0.319678656
655,0.4377622,0.383487435,0.388245797,0.389119625,0.401493169,0.362241225,0.398204057,0.328025146,0.402878226,0.286306034,0.372400927,0.36257819,0.328646674,0.391871884,0.446321487,0.352709256,0.242795769,0.325558269,0.299761939,0.3954696,0.420384013,0.342791096,0.354496776,0.37184402,0.41501712,0.455919101,0.400428436,0.376136947,0.374898982,0.407238571,0.410173413,0.370587677,0.324692893,0.365815973,0.35870413,0.334586745,0.390886442,0.381132423,0.321962707,0.337000967,0.411706457,0.370722564,0.388405684,0.277593041,0.38892294,0.349356612,0.385346445,0.333593786,0.402657391,0.395083102,0.344524472,0.404820476,0.269924042,0.274003382,0.310391709,0.392753088,0.358884946,0.40208975,0.459894697,0.455804577,0.430468752,0.421330581,0.406083378,0.395386266,0.400725867,0.34972776,0.366357684,0.405513837,0.358343564,0.462307885,0.403406604,0.415247543,0.381737447,0.447088767,0.451166088,0.462297974,0.350653114,0.361645067,0.321676938,0.366101973,0.320384277
656,0.438258833,0.383969473,0.388836493,0.389664332,0.401995243,0.362812817,0.3987764,0.328558241,0.403418343,0.28686408,0.372979451,0.363284241,0.328943829,0.392424052,0.446701893,0.353197258,0.243445819,0.326168839,0.300520954,0.396092894,0.420902191,0.343433669,0.355075555,0.372387136,0.415599421,0.456342663,0.400954313,0.376868245,0.375495025,0.407719995,0.410620003,0.371101831,0.325298612,0.366496009,0.359295297,0.335060828,0.391497208,0.381622621,0.322759644,0.337794104,0.412370031,0.371276633,0.388887036,0.278529941,0.389404508,0.349964291,0.385840563,0.334163479,0.403153314,0.395606258,0.344995935,0.405316428,0.270477401,0.274601401,0.310929174,0.393312668,0.359371797,0.402624594,0.460365716,0.456343908,0.430867862,0.42179628,0.406606641,0.395706086,0.401210868,0.35026918,0.366951594,0.405963528,0.358951983,0.46286151,0.404108073,0.416043049,0.382434007,0.447460624,0.451552897,0.462937099,0.351435872,0.362276759,0.322309319,0.366837181,0.321123038
657,0.438731159,0.384499716,0.389480972,0.390220803,0.402502368,0.363436973,0.399325692,0.329123265,0.40394606,0.287492668,0.373570402,0.363951861,0.329227812,0.392983998,0.447078038,0.353708,0.244121045,0.326794442,0.301266145,0.396712456,0.421410391,0.344122377,0.355685259,0.372891165,0.416151311,0.456732209,0.401447965,0.377578805,0.376070402,0.408155745,0.411033993,0.371608502,0.325909454,0.367170396,0.359882894,0.335552463,0.392130669,0.38210903,0.323493232,0.338549122,0.412981307,0.371773105,0.389274681,0.279404874,0.389859367,0.350512051,0.386303345,0.33478926,0.403703538,0.396195559,0.345577924,0.405843265,0.27113165,0.2752451,0.311513765,0.393882081,0.359845535,0.403157321,0.460799295,0.45682941,0.431266277,0.422257589,0.407136316,0.395980693,0.401666744,0.350845471,0.367516544,0.406413661,0.359508544,0.463368522,0.404767376,0.416820782,0.383184441,0.447804732,0.451870504,0.463517693,0.352170092,0.362864089,0.32287003,0.367529551,0.321765865
658,0.439187139,0.384987513,0.390104369,0.390745616,0.402970434,0.364056715,0.399867599,0.329681448,0.404445132,0.288093497,0.374142505,0.364600798,0.329491345,0.393510213,0.447430421,0.354180747,0.244756262,0.327364886,0.301988084,0.397295797,0.421879639,0.344776656,0.356265641,0.373346549,0.416675684,0.45706727,0.401908837,0.378264658,0.376603456,0.408570267,0.411431369,0.372035504,0.326433086,0.367762017,0.360407639,0.335966398,0.392684666,0.382506457,0.324228346,0.339271385,0.413572576,0.372255404,0.389661716,0.280256902,0.390284487,0.351026338,0.386760309,0.335389595,0.404220386,0.396760367,0.346128937,0.406357745,0.271755678,0.275887438,0.312082382,0.394463477,0.36036227,0.403704086,0.461219546,0.457296975,0.431631933,0.422698499,0.407663714,0.396240108,0.402129208,0.35140861,0.368103154,0.406810366,0.360058659,0.46385977,0.405377685,0.417580397,0.383907734,0.448119688,0.45219485,0.46409871,0.352899124,0.363452702,0.323448593,0.36820993,0.322438365
659,0.439637049,0.385436776,0.390697756,0.39124129,0.403415638,0.364656596,0.400412091,0.330228045,0.404936361,0.288673468,0.374702133,0.365246963,0.329758228,0.394011694,0.447770159,0.354615421,0.245363374,0.327879405,0.302689788,0.397844772,0.422319406,0.34538036,0.356827465,0.373786429,0.41718956,0.457382316,0.402356955,0.378943728,0.3771166,0.408985958,0.41183233,0.37242624,0.326915734,0.368310725,0.360889877,0.336334301,0.393186641,0.382863881,0.324969295,0.339988893,0.414160861,0.372730309,0.390061399,0.281109792,0.390696756,0.351535475,0.387207465,0.335963939,0.404704677,0.397293105,0.346638836,0.406862845,0.27234932,0.276522746,0.312633518,0.395039014,0.36088904,0.404247514,0.461637219,0.457767189,0.431981881,0.423114303,0.408178972,0.396491588,0.402605419,0.351957034,0.368707154,0.407180416,0.360602955,0.464349718,0.405962685,0.418323954,0.384592275,0.448410115,0.452533868,0.46468267,0.35363017,0.364054551,0.324055862,0.36889849,0.323145218
660,0.440077776,0.38590257,0.391280218,0.391728836,0.403884562,0.365231662,0.400949446,0.330766949,0.405453535,0.289299509,0.375266895,0.365893282,0.330063911,0.394519684,0.448114672,0.355044237,0.246004297,0.328379083,0.303377032,0.39837462,0.422754748,0.345950677,0.357420003,0.374268044,0.417707818,0.457740087,0.402815832,0.37963811,0.377654223,0.409411558,0.412246499,0.372900578,0.327498142,0.368934583,0.361398386,0.33677016,0.393745249,0.383319849,0.325672473,0.340740847,0.414743955,0.373170688,0.390423613,0.28197605,0.391116397,0.352065596,0.387607061,0.336552975,0.405201131,0.397825497,0.347168552,0.407375006,0.272989122,0.277158766,0.313192572,0.395558045,0.361310219,0.404728654,0.462038633,0.458237906,0.432353002,0.423493803,0.408654216,0.396715175,0.403067579,0.352506695,0.369271776,0.40759578,0.361099242,0.464827201,0.406558763,0.419040689,0.385257382,0.448669484,0.452832896,0.465216393,0.354335606,0.364646687,0.324636982,0.369597781,0.323797173
661,0.440535161,0.386386643,0.391901086,0.392261149,0.404355261,0.365770344,0.401446843,0.331253046,0.405899634,0.289851969,0.375804836,0.366510884,0.330333699,0.395007517,0.448428317,0.355497939,0.246646777,0.328940063,0.304076953,0.398921243,0.423198011,0.346560181,0.357978556,0.37471643,0.41823338,0.458109078,0.40325069,0.38031599,0.378165809,0.409819633,0.41265567,0.373338697,0.328064837,0.369543263,0.361902794,0.337225413,0.39428697,0.383744942,0.32636676,0.341432318,0.415289954,0.37359847,0.390802864,0.282800747,0.391537675,0.352567952,0.388003314,0.3370997,0.405695875,0.398337239,0.347690786,0.407857324,0.273584615,0.277770546,0.313712973,0.396116326,0.36178968,0.405268668,0.46242216,0.45870486,0.432712942,0.423905147,0.409161771,0.396985167,0.403539671,0.353021444,0.369835524,0.407995666,0.361626987,0.465299669,0.407178028,0.41976034,0.385931923,0.448966927,0.453129492,0.465737691,0.355047033,0.36521439,0.325209358,0.370284115,0.324463493
662,0.441003685,0.386886609,0.392558045,0.392808999,0.404829677,0.366313983,0.401950047,0.331757669,0.40634467,0.290395467,0.376351632,0.367151026,0.330609651,0.395506337,0.448757891,0.355961669,0.247273838,0.329519547,0.304786144,0.399478457,0.423654005,0.347197381,0.358512215,0.375177357,0.418782696,0.458490792,0.403714106,0.381002397,0.378701372,0.410259799,0.413074231,0.373766632,0.328610967,0.370149544,0.362426268,0.337690143,0.394842192,0.38415116,0.327087826,0.342119044,0.415834438,0.374044,0.391218132,0.283629343,0.391951388,0.353062321,0.388420674,0.337652818,0.406198083,0.398860096,0.348203886,0.408342363,0.274152765,0.278387179,0.314231983,0.396715676,0.362318251,0.405841405,0.462835693,0.459179952,0.43309358,0.424349843,0.40969268,0.397279374,0.404039771,0.353549402,0.37041449,0.408400516,0.362177055,0.46576908,0.407812241,0.420506395,0.386630451,0.449297589,0.453437155,0.466284392,0.355756248,0.365774012,0.325789778,0.370963689,0.325129378
663,0.441452771,0.387380229,0.393214837,0.393312896,0.405299814,0.366896566,0.402499603,0.332350208,0.406869985,0.291017133,0.376937622,0.367856496,0.33094654,0.396038346,0.449138091,0.356400319,0.247873855,0.330044255,0.305488787,0.400018043,0.424109811,0.347819292,0.359045273,0.375694503,0.419347412,0.458867386,0.404241384,0.381712079,0.379301393,0.410760622,0.413501797,0.374227222,0.329152701,0.370776464,0.362982414,0.338149762,0.395439526,0.38457223,0.327848869,0.342872549,0.416410719,0.374520424,0.391662249,0.284513936,0.392341275,0.353571028,0.38885714,0.338261566,0.406700148,0.399413398,0.348700869,0.408855699,0.27473005,0.279032127,0.314789105,0.39731265,0.3628266,0.406372343,0.463300352,0.459655342,0.433508481,0.424787536,0.410196646,0.397533572,0.404555932,0.354130399,0.370995155,0.40883428,0.362710676,0.466218776,0.408427927,0.421270461,0.387340742,0.449612632,0.453741871,0.466861717,0.356435439,0.366333713,0.326378542,0.371635071,0.325756646
664,0.441951201,0.387915035,0.393910723,0.393883195,0.40583295,0.367547133,0.403102676,0.332970182,0.407440537,0.291680379,0.377581638,0.368602026,0.331376152,0.396625677,0.44953818,0.356915731,0.248559135,0.330669438,0.30629493,0.40064373,0.424651287,0.348528713,0.359712387,0.376205653,0.419914725,0.459235553,0.404740445,0.382441412,0.379898732,0.41121998,0.413953994,0.374749956,0.329787389,0.371487724,0.363590819,0.338659756,0.396072922,0.38508391,0.328633717,0.343687265,0.417066395,0.375067554,0.392198229,0.285449432,0.392834403,0.35413883,0.38934389,0.338895953,0.407219598,0.399999899,0.349252225,0.409401453,0.275381076,0.279690729,0.315395199,0.397942618,0.363376675,0.406970722,0.463740518,0.460153369,0.433901045,0.425232751,0.410700628,0.397791854,0.405054182,0.354726328,0.37156486,0.40937069,0.363358022,0.466731261,0.409071737,0.422033849,0.388086872,0.449945124,0.454094037,0.467455898,0.357168576,0.366929486,0.326997701,0.37233994,0.326470454
665,0.442500664,0.388457081,0.394628117,0.394492842,0.406392621,0.368218884,0.403717817,0.33361201,0.408046022,0.292363707,0.37824032,0.369356508,0.33185116,0.397226813,0.449975289,0.357490546,0.24931022,0.331372321,0.307157131,0.40133124,0.425235905,0.349284729,0.360405793,0.376745793,0.420526547,0.459660749,0.405260938,0.383194655,0.380509926,0.411698188,0.414437464,0.375275208,0.33044111,0.372212276,0.364196677,0.339192593,0.396710868,0.385598421,0.329422506,0.344540424,0.417774304,0.375664283,0.392799781,0.286430798,0.393380841,0.354759607,0.389865572,0.339572553,0.407794547,0.400626999,0.349841945,0.40999065,0.276058756,0.280386489,0.316027897,0.398581818,0.363918972,0.407586637,0.464226993,0.460700562,0.434321515,0.42573339,0.411260799,0.3981034,0.405598559,0.355307472,0.372152042,0.409929117,0.364024645,0.467261188,0.409719893,0.42281902,0.388864131,0.450293834,0.45445636,0.468058923,0.357941836,0.367561854,0.3276413,0.37309262,0.327199565
666,0.443073558,0.388988554,0.395354591,0.395105133,0.406942681,0.368877159,0.404318059,0.334269301,0.408660532,0.293046298,0.378876373,0.370101196,0.332336899,0.397809151,0.450446645,0.35807363,0.250073826,0.332092451,0.308010357,0.402023068,0.4258048,0.350034122,0.361039591,0.377326024,0.421192237,0.460164888,0.405831825,0.383966571,0.381149011,0.412231947,0.41494411,0.375769456,0.331060657,0.372905527,0.364769934,0.339723086,0.397333952,0.386059415,0.330209556,0.345401294,0.418490254,0.376268516,0.393427539,0.287429451,0.393919323,0.355401263,0.390395816,0.340286577,0.408424197,0.401288476,0.350444998,0.410611391,0.276725624,0.28111725,0.316659996,0.399214327,0.36442953,0.408181317,0.464784777,0.461290523,0.434794568,0.426291539,0.411887497,0.398467722,0.406212588,0.355861925,0.372766366,0.410449493,0.364634274,0.467765699,0.410353378,0.423623925,0.38965052,0.450644311,0.454798898,0.46865853,0.35872025,0.368215177,0.328294403,0.37387972,0.327890071
667,0.443639946,0.389614157,0.396165101,0.39575338,0.40753322,0.36960272,0.404994214,0.334968116,0.409263377,0.293746639,0.379537486,0.37090786,0.332908016,0.398440365,0.450949307,0.358604117,0.25077843,0.332763347,0.308825222,0.402659473,0.426342012,0.350776488,0.361704591,0.377918773,0.421884653,0.460710615,0.406447979,0.384786767,0.38186647,0.412811805,0.415492713,0.376353424,0.331752948,0.373690408,0.365422913,0.340309708,0.398021723,0.386599749,0.33107461,0.346273969,0.419204731,0.376847369,0.394087708,0.28839071,0.394469947,0.356029819,0.390947946,0.341012006,0.409057217,0.40199904,0.351092676,0.411245322,0.277446353,0.281838447,0.317302626,0.399913543,0.365032865,0.408845109,0.46533485,0.461894138,0.435307977,0.426834432,0.412518709,0.398798434,0.406836597,0.356473807,0.373411182,0.41102488,0.365271206,0.468312365,0.411041919,0.424421395,0.39043663,0.45101807,0.455202164,0.469292261,0.359492231,0.368898753,0.328978633,0.374683378,0.32864394
668,0.444267295,0.390292209,0.397017353,0.396440181,0.408169708,0.370313182,0.405661004,0.335667634,0.409888872,0.29445998,0.380223918,0.37171843,0.33351951,0.399085713,0.451461002,0.35915346,0.251496628,0.333467854,0.309681652,0.403332538,0.426938288,0.351561828,0.362421355,0.378528561,0.422565802,0.461236831,0.407056386,0.385587743,0.382531797,0.413377282,0.416047133,0.376946303,0.332437841,0.37449647,0.366078909,0.340894382,0.398705033,0.387157503,0.331982155,0.347150782,0.419947627,0.377460441,0.39479977,0.289369395,0.395022433,0.356660734,0.391518954,0.341749013,0.409712332,0.402747471,0.351754099,0.411916467,0.27818847,0.282586252,0.317976451,0.400676646,0.365691873,0.409579375,0.465932497,0.462524599,0.435853108,0.427413507,0.413187692,0.399192842,0.407519792,0.357092849,0.37406631,0.41166595,0.365947036,0.46888879,0.411781727,0.425266776,0.39125739,0.451415385,0.455635538,0.469959494,0.360276849,0.369589524,0.329649167,0.375469487,0.329401001
669,0.444958723,0.39098923,0.397895608,0.39715735,0.408844327,0.371011913,0.406313494,0.336377172,0.41055465,0.295193665,0.380947776,0.372527637,0.334161864,0.399738146,0.451986565,0.35975708,0.252257825,0.334237477,0.310601233,0.404073125,0.427611791,0.352406895,0.363182151,0.379158224,0.423251778,0.461761614,0.407669287,0.386381122,0.383155845,0.413936955,0.416609663,0.3775344,0.333116504,0.375301358,0.366727366,0.341486586,0.399393871,0.387718673,0.332901507,0.348042375,0.420718617,0.378118294,0.395565982,0.29038596,0.395590112,0.357310618,0.392106147,0.342509987,0.410395742,0.403521847,0.352426762,0.412622288,0.278941502,0.283368799,0.318684865,0.401470765,0.366372647,0.41035226,0.466571945,0.463185737,0.436416997,0.428032797,0.413893908,0.399655559,0.408259013,0.357707157,0.37472357,0.412349187,0.366648849,0.469469593,0.412533934,0.426146399,0.392112382,0.451822971,0.456067137,0.470639183,0.361082121,0.370280602,0.330307673,0.376247842,0.330150637
670,0.445675252,0.391699311,0.39883866,0.397910346,0.409561648,0.371829466,0.407065253,0.337188364,0.411289321,0.295989612,0.381766,0.373414327,0.334886055,0.400446967,0.452594538,0.360441294,0.253063021,0.335075154,0.31156237,0.404876522,0.428330576,0.353318468,0.363970165,0.379830929,0.424051993,0.462431381,0.408402614,0.387297424,0.383940096,0.414607629,0.41725442,0.378204842,0.333907391,0.376155198,0.367456313,0.342201123,0.400220761,0.388347239,0.333820967,0.349005181,0.421507384,0.378800594,0.396394138,0.29144091,0.396243292,0.35802372,0.392731702,0.343348802,0.411128577,0.404333999,0.3531662,0.413357321,0.279738416,0.284182496,0.319434527,0.402244949,0.367061923,0.41111242,0.46720317,0.46390178,0.43700727,0.428669397,0.414624899,0.400110598,0.409016189,0.358370309,0.375411125,0.41303092,0.367353338,0.470036318,0.413234831,0.426989037,0.392984292,0.452237543,0.456484897,0.471311313,0.361929403,0.371007532,0.331031433,0.377107054,0.330959734
671,0.446407392,0.392461241,0.399822292,0.39867243,0.410285025,0.372675266,0.407894229,0.338071758,0.412101778,0.296846468,0.38260145,0.374370467,0.335702802,0.401223853,0.453255408,0.361154589,0.253907778,0.335923856,0.312563903,0.405693959,0.429070036,0.354248832,0.364769137,0.380593267,0.424920599,0.463143859,0.409221546,0.388269804,0.384793428,0.415356436,0.417961494,0.378905788,0.334727002,0.377093586,0.368223601,0.342933007,0.401074873,0.389020453,0.334795616,0.35000943,0.422367693,0.37953199,0.397298635,0.292569302,0.396934993,0.358786343,0.393407431,0.344199295,0.411891555,0.405182258,0.353909287,0.414113126,0.280534755,0.285016235,0.320191835,0.403093911,0.367788862,0.411926542,0.467926132,0.464674886,0.437656055,0.429364577,0.415402164,0.400619469,0.40983443,0.359064062,0.376143333,0.413800838,0.368139874,0.470695425,0.414008906,0.427901596,0.393922522,0.45271165,0.456967485,0.472049486,0.362798693,0.371759337,0.331798383,0.377993744,0.331793553
672,0.447165577,0.393264236,0.400843359,0.399473885,0.411031277,0.373524241,0.408739063,0.338970814,0.412927757,0.29771914,0.383434801,0.375356289,0.336569452,0.402023204,0.453934444,0.361881402,0.254792734,0.336792441,0.313606025,0.406528577,0.429836649,0.355211962,0.365593498,0.381387392,0.425803699,0.46387173,0.410073242,0.389250756,0.385659941,0.416118057,0.41869371,0.379622957,0.335566963,0.378077443,0.369017238,0.343672747,0.401927321,0.389719783,0.335816782,0.351039094,0.423272237,0.380307984,0.398264346,0.293731728,0.397642379,0.359573895,0.394117984,0.345046695,0.412672035,0.406065316,0.354654778,0.414892822,0.281321688,0.285854281,0.320949594,0.403984402,0.368536809,0.412783916,0.468713916,0.465494151,0.43834417,0.430113318,0.416214,0.401171392,0.410697122,0.359787118,0.376887177,0.414642166,0.368983158,0.471403069,0.41483524,0.428865391,0.394905941,0.453231384,0.457508176,0.47283732,0.363684353,0.372526827,0.332583175,0.378891323,0.33264213
673,0.447953828,0.394061907,0.401891272,0.400347544,0.411822837,0.374365474,0.40951438,0.339813429,0.413671562,0.29854195,0.384262779,0.376309242,0.337415152,0.402769488,0.454584593,0.362609204,0.255706635,0.337703749,0.314676734,0.407390782,0.430635368,0.356231086,0.366455667,0.382107551,0.426633318,0.464598608,0.410882674,0.39018749,0.386481267,0.416804077,0.419392761,0.380344173,0.336434135,0.379028016,0.369823093,0.344435033,0.402768795,0.3904153,0.336838415,0.352070548,0.424148993,0.381098107,0.39924941,0.294852117,0.398339164,0.360345073,0.394823952,0.345889919,0.413448355,0.406968853,0.355414664,0.415690817,0.282101388,0.286675875,0.32170461,0.404826977,0.369263114,0.413631818,0.469474688,0.466324394,0.439019437,0.430875409,0.417023688,0.401716456,0.411553126,0.360525845,0.377583731,0.415478156,0.369800486,0.472040031,0.415620122,0.429796449,0.39586917,0.453737752,0.458045278,0.473603708,0.36457262,0.373289004,0.333346689,0.379784937,0.333491766
674,0.448758322,0.394839202,0.402959316,0.401202967,0.41262426,0.37525767,0.410374143,0.340751832,0.414530026,0.299449422,0.385170136,0.377330523,0.338357124,0.403604283,0.455323616,0.363358855,0.256603485,0.338638594,0.315758354,0.40827825,0.431456743,0.357262486,0.367319825,0.382899827,0.42752036,0.465338077,0.411710803,0.391146932,0.387312426,0.417541191,0.420108121,0.381112151,0.33733877,0.380060701,0.370674198,0.345223497,0.403649076,0.391155142,0.337892378,0.353125424,0.425061534,0.381898263,0.400263787,0.296008635,0.399065052,0.361134964,0.395565178,0.346804748,0.414266906,0.407920259,0.356206038,0.416518766,0.28296001,0.287572149,0.322508652,0.405761251,0.370039253,0.414516198,0.470270992,0.467158504,0.43975089,0.431650244,0.417881319,0.402293335,0.412460043,0.361221319,0.378350784,0.41628531,0.370581213,0.472660284,0.416372473,0.430693177,0.396790486,0.454217964,0.458545008,0.474340217,0.365450307,0.374068338,0.334124632,0.380718153,0.334341326
675,0.449570821,0.395657555,0.404049008,0.402062366,0.413442815,0.376172906,0.411266152,0.341718455,0.415426201,0.300377148,0.386100537,0.3783668,0.339331388,0.404464464,0.456070087,0.364116865,0.257479329,0.339560346,0.316827276,0.409143867,0.43227928,0.358283738,0.368200889,0.383726324,0.428450255,0.466105618,0.412573797,0.392136137,0.388182738,0.418321614,0.420856033,0.381896494,0.338234093,0.381106499,0.371524703,0.34601968,0.40454456,0.391901602,0.338959549,0.354206896,0.426015911,0.382715286,0.401316977,0.297199886,0.399821991,0.361951018,0.396317696,0.347752956,0.415115316,0.408901799,0.357023853,0.417367766,0.283854475,0.288483443,0.323332566,0.406747406,0.370859966,0.415435132,0.471083745,0.467995487,0.440500305,0.43241802,0.418749849,0.402884965,0.413376104,0.36194523,0.379132124,0.417138128,0.371401385,0.473345389,0.417189655,0.431651864,0.397765496,0.454743395,0.459086952,0.475121336,0.366350514,0.374879542,0.334907964,0.381649321,0.335207971
